Category;Value
C;847322.2605123788
B;705180.5915286911
B;725192.6187614994
C;574068.0486301818
A;348834.52055739576
A;689339.0752481811
D;606448.6448886115
A;411764.4495692034
D;45226.43304180969
C;991013.6544382395
A;578600.9153485283
B;903191.6794200217
A;881349.9233186007
B;854808.1256565063
B;216248.286557414
C;154623.2987043436
B;56106.65026275842
B;303599.5834023676
D;708466.7373056086
A;564702.5108216207
C;240533.35779115174
A;969078.8866762285
B;933164.185688917
A;37679.53455502737
C;46748.89922869814
C;83165.33837530571
D;157161.4189168655
D;645030.2093334252
B;869272.9843170906
D;31992.97971115664
C;150114.91301355042
D;422995.5211702756
A;613303.2826464982
D;53065.06001641175
A;483128.9462497178
B;100881.50051514033
A;389062.03208558855
B;762843.100516019
B;626002.8965100518
D;960541.9078697175
C;655268.7273848201
D;91867.42762024667
A;854270.7486408271
C;737161.037293257
B;616136.147981622
B;868146.4283759409
B;216016.08595389375
D;786028.0558523362
C;226319.83434014648
B;473423.540385001
D;877625.324824526
D;853492.1495411305
C;73334.50804575083
C;960235.6412668669
D;37280.173564485274
D;313815.72626351257
D;447818.0119614484
C;406846.03146655794
D;81959.08175034047
C;16578.8135091851
C;754879.8970143761
C;330332.05354573426
C;499692.6491884483
C;805883.5384245664
B;807466.9869473035
C;116267.49208824256
D;187037.10428989973
D;553272.5917458583
B;810872.7659921623
C;650656.3773231203
B;547578.705633106
D;778344.1107185059
A;532730.4409806741
A;455082.81836082094
D;847893.3808167797
A;153690.84441156982
C;429134.7981731162
C;327382.7444568657
C;278309.2803547836
D;895613.5850758434
D;244053.40454682556
D;555657.9245857842
D;427493.3974380432
B;446504.08975991793
B;10458.036954401072
D;514374.83160133514
D;339170.71601241827
A;52065.39311357205
B;464733.14976580936
B;582933.0745467575
D;167076.30460057186
A;715609.1160728426
A;792473.0690488896
D;894026.5742936858
D;231826.2042679102
B;148326.0976522905
B;653736.1773275029
B;370670.27322559635
C;545243.9493058099
B;808124.5158156325
C;174261.0854856055
D;740190.8805202543
C;531000.5946578465
C;240718.8477764032
C;297259.98348408163
C;215476.84843089682
C;436798.9238252669
B;381815.07874561386
C;955069.7363770342
C;446602.39496334724
C;790078.3881562626
C;179159.9721010022
A;360214.2228277671
B;460105.3234453101
C;400590.87437042146
B;383051.7136295031
C;647586.918211683
D;117695.76709572972
A;635834.7707023211
A;164127.95941518442
D;812580.5013356112
B;397961.0996371567
B;337709.5920322371
D;114737.35515830404
B;666081.9857560877
B;663711.0345135693
C;245160.5994785577
D;263255.29123979516
B;293654.65624118806
D;907155.3008565594
B;612387.4703625471
C;207047.2321838655
C;293915.38860410755
C;42685.74388320545
A;360788.52812684356
B;288540.10667347675
C;353944.77199374913
C;112934.30713885983
C;611037.0126579934
D;836556.3130434831
C;965191.6523934723
D;406603.4598830276
D;953146.8499747205
B;487542.35248568153
D;684902.5646333786
C;646696.254149341
D;896312.6348170922
B;924089.8605874695
B;751590.7023859159
D;539471.5680070025
D;941017.6893727472
D;436052.3735024175
A;717390.2018518987
A;901371.3997045308
B;17458.159684318052
C;646396.8242318704
A;444497.65129381855
A;273124.5629197353
B;588256.123426681
C;955822.1521215299
C;706385.871655074
B;81520.39962817602
C;526886.2506304479
B;799229.1312418017
C;140619.80211538932
B;369294.2454715075
B;621086.9341060546
A;856085.3081072724
D;204335.65559430062
D;897921.4061267906
A;233365.07170137932
D;121446.13772868937
C;769970.4552608333
B;678486.6885689651
B;227788.24892577768
A;724646.807183835
D;128953.44772515718
A;374140.8456329692
D;722179.8040669765
D;293472.8344129806
C;732154.7975850641
C;384863.4556918698
B;377978.8441674936
D;360400.585044353
B;405023.7839017429
A;119493.2270643819
D;311066.16601182683
A;12550.932370936764
B;609187.7957130828
D;215863.0525104701
B;203279.00080670597
D;844126.4376368707
A;226766.9444771763
A;919063.7417846577
A;370819.21397567674
C;493998.56968435395
A;107086.39376448185
D;857973.6737093264
B;769474.2081361411
C;996476.2848193031
D;269843.722801758
D;567862.8410013041
C;301574.0883899463
A;353111.93042323727
A;775374.1973313983
C;573070.976363704
C;220321.89007136843
B;171823.29095502413
A;920245.8010442124
A;233944.81198832724
B;713093.2874763292
B;672435.6416759863
D;525186.7546658796
C;889703.5713698253
C;488758.987889661
D;940980.8620604593
D;849985.4137947768
C;851508.0428410823
C;425231.74566377996
D;147472.4510468392
C;902723.0456892475
D;156961.6668561286
B;752184.9777560607
B;499522.568459151
A;224724.31962285194
B;282681.4463079993
C;824869.0082965051
D;55205.72349104749
C;342258.4157311396
D;246515.64340168374
C;500889.2958735802
B;909989.0473495664
B;393556.53003527556
B;782622.5181514971
C;879193.4232770634
B;796773.8041509702
A;910657.2920930042
A;281026.1968520913
C;840815.1813068271
C;15749.508043612634
B;864710.4777470762
A;624230.956669962
C;469083.81364205433
B;17661.90256032577
B;579350.1530998365
A;5249.276509466849
C;53139.70373029136
A;392530.3676212671
C;987086.6323232627
A;668937.7601020097
C;632504.9359627606
D;951766.5212806833
B;354870.3047112665
A;717340.186680562
A;282348.5897389033
A;143902.9296123743
D;733999.4521623709
A;469302.6176928584
A;506943.9026231598
A;775517.4158179234
B;749969.3216589366
C;277041.93004985264
B;169067.35780820457
A;846717.7613473813
D;86474.64526412604
B;736176.4822829877
D;671208.9249899482
D;744632.853962468
D;802069.4049254674
C;693179.1078753849
B;761846.2553885636
D;316092.7410209877
B;370238.7487751495
B;642274.5248976375
B;283799.8624989164
B;768836.0678219118
A;837130.3918190005
C;119301.22252210737
A;19309.759095884427
A;296916.2285919205
C;505278.77243598545
A;598886.6591260895
C;901572.7804038901
D;243482.1551579382
B;918708.8080428338
D;981362.923851133
C;268338.16943898925
C;9095.518056235936
C;863137.2966179084
C;613644.9019473956
D;172617.07104001095
B;879625.3108107762
A;82444.62956605662
D;590828.5612284082
C;936290.9072991849
D;720499.443599184
C;621388.2474387924
C;590338.9965536777
A;953390.4266504132
B;75743.03826526928
C;126128.99087169174
B;169305.02497283297
A;605290.9403155711
B;58308.046221845965
B;904540.6290612422
B;27594.77646866952
D;754829.454034971
D;31281.32299289677
D;544424.3565592687
D;63833.806118247085
C;782275.7424333056
C;518115.6573447629
C;347167.76084255346
C;81190.61061875735
C;965940.4482502729
C;964718.8956185224
A;452637.1900647458
C;568322.0440341367
A;664272.1575721181
A;775169.8986964121
B;710107.6085814348
D;672611.1453476931
A;600066.1096347453
A;581987.8291255201
A;990193.7270207001
D;643292.0216758887
C;349387.33400015126
D;62772.06156091014
D;845215.9339255131
D;219556.12389602794
B;352247.4117746893
B;137849.62332970728
B;679880.857361849
D;422577.4456414871
D;376744.99802161846
D;81013.42918669699
D;970319.8655861322
C;97967.25281787521
C;556628.7418706012
D;39558.940996683195
C;304547.1570391498
A;713413.3483494708
C;292338.030882885
C;900500.8694720006
C;755886.3313454649
A;176665.0876970169
B;256529.37596231155
A;425884.5089943444
D;774889.0811152199
B;206221.95244028285
B;390684.77982056566
D;858644.5869549635
A;274000.56792133406
B;796718.2196626053
B;297874.50362804247
C;969235.6431755332
C;30864.82980603621
C;916169.003716022
D;279488.63016577344
A;34306.46704857693
A;940033.8476208987
D;393264.91927301965
D;768595.9856533379
D;40312.466698403696
B;858954.0286726727
D;551761.9241710607
B;423541.9746791897
A;422223.49648353487
B;187130.84180464162
D;281448.91190193803
B;321490.61794094637
B;24785.0330199407
A;509652.5001602033
C;414210.44235036237
A;305066.3976719294
B;14955.958758284554
D;631832.6038524262
D;476672.59440513
D;788655.6834993429
B;86978.05689547835
A;364984.9134635951
A;480444.7966431994
D;798389.5378495314
D;742209.6960444034
C;726201.0803013693
B;825537.51548485
D;386130.91804673825
C;241823.55985535373
A;7240.671770298452
B;415326.83615520684
A;124854.3065723108
C;924452.0634833175
A;135185.20149447367
C;531260.4605649946
C;906663.4639977284
B;299087.60427856457
A;502550.1968802624
A;348573.1265429298
C;495192.2852028818
C;847032.5844736539
A;669364.2462219053
A;462095.8785869649
D;651061.6787712903
D;462135.49545637047
B;312595.7945505666
B;162087.7924931329
D;181325.10780470155
C;336917.87499211275
D;136646.7175377479
D;488573.9493636376
C;845079.4753585128
C;803164.50994872
D;714352.813687132
A;300680.24333190755
C;466182.9873512188
D;653053.0230943206
B;925978.4699371386
C;285807.64363986906
D;871960.6279627228
C;727524.5999378621
D;297216.90133295563
A;996794.7236668947
A;994787.6361310917
A;428961.79399753566
A;212019.45880846606
C;415648.6213016125
B;214797.94775432174
A;470356.5258838308
B;44411.68314291484
C;173444.52238555352
B;168654.4901287147
D;817239.1391328138
B;138257.0997307271
D;703657.1034603481
A;57216.993895775035
B;6112.142337353575
A;865114.9670400498
D;596817.8286201876
C;172368.90401136735
B;431476.61053682637
A;658512.7206945145
D;539801.9812513923
C;223449.69900526345
D;628244.6469533569
A;50454.17277640519
B;930269.1174014369
A;733071.0883232477
A;611062.0626841995
B;994865.6698475073
B;313691.13643870386
B;231708.58403039692
C;901928.9489841355
A;877150.3906341267
B;364049.1466403302
A;763694.9689322956
C;698654.209539597
D;110413.95399931977
B;20051.82548418791
D;33760.66830365371
A;636721.1834297118
B;580620.697420123
C;430794.95644155
A;566748.7083646761
C;678185.4061012538
B;974913.4635423984
A;848078.1091461516
D;630202.6611667147
D;992102.6862595286
D;542626.5826687181
A;45066.4923914507
B;453722.07448461745
B;411488.97452346276
D;878668.3612266245
D;74355.23746952573
B;998412.0309542787
A;227020.13267068315
A;252816.15592880553
D;393309.79505100456
A;930941.1915483903
C;909533.5564333064
